,EDINETコード,開始日,終了日,報告日,証券コード,企業名,業種,営業利益,流動資産,流動負債,投資その他の資産,固定負債,事業価値,財産価値,株主価値,発行株数,1株価値,株価,株価日時,安全率
1551,E01754,,,2021-11-12,6648,株式会社かわでん,電気機器,459000000.0,14232000000.0,4164000000.0,1088000000.0,1081000000.0,4590000000.0,10323200000.0,13832200000.0,4192000.0,3299.666030534351,2183.0,2022-02-22 09:00:00,1.511528186227371
1552,E30133,,,2021-11-12,4245,株式会社ダイキアクシス,その他製品,920515000.0,21268861000.0,17174302000.0,1584382000.0,5790673000.0,9205150000.0,2244080600.0,5658557600.0,13514300.0,418.70889354239586,722.0,2022-02-21 09:00:00,0.5799292154326813
1553,E32420,,,2022-02-14,3542,株式会社ベガコーポレーション,小売業,472894000.0,6415514000.0,2625491000.0,932123000.0,44255000.0,4728940000.0,4197047800.0,8881732800.0,10633600.0,835.2517303641288,609.0,2022-02-22 15:15:00,1.3715135145552197
1554,E04517,,,2022-02-10,9533,東邦瓦斯株式会社,電気・ガス業,2845000000.0,157330000000.0,122897000000.0,158008000000.0,136492000000.0,28450000000.0,167861600000.0,59819600000.0,105606285.0,566.4397720268258,2934.0,2022-02-22 13:54:41,0.19306059032952483
1555,E03646,,,2022-02-10,7184,株式会社富山第一銀行,銀行業,5345000000.0,0.0,0.0,0.0,0.0,53450000000.0,0.0,53450000000.0,67309700.0,794.090599126129,319.0,2022-02-22 09:00:00,2.4893122229659217
1556,E02258,,,2021-11-12,7305,新家工業株式会社,鉄鋼,1270000000.0,28576000000.0,15514000000.0,7465000000.0,5578000000.0,12700000000.0,17424200000.0,24546200000.0,6045326.0,4060.360020286747,1747.0,2022-02-22 15:15:00,2.3241900516810228
1557,E34735,,,2021-11-12,7061,日本ホスピスホールディングス株式会社,サービス業,400410000.0,1926547000.0,1874168000.0,464667000.0,4661443000.0,4004100000.0,142212400.0,-515130600.0,7971000.0,-64.62559277380504,1851.0,2022-02-22 15:15:01,-0.034913880482876844
1558,E01765,,,2022-02-01,67010,日本電気株式会社,電気機器,0.0,1735620000000.0,1278166000000.0,0.0,0.0,0.0,201820800000.0,201820800000.0,272849863.0,739.6771168618839,0.0,,0.0
1559,E05400,,,2021-11-12,3741,株式会社セック,情報・通信業,381470000.0,5913576000.0,871630000.0,1633319000.0,141642000.0,3814700000.0,6500939000.0,10173997000.0,5120000.0,1987.1087890625,2065.0,2022-02-22 10:21:20,0.9622802852602905
1560,E01984,,,2021-11-10,6748,星和電機株式会社,電気機器,1793165000.0,19658940000.0,13303212000.0,4270431000.0,1245522000.0,17931650000.0,7965516600.0,24651644600.0,13238700.0,1862.089525406573,468.0,2022-02-22 15:15:01,3.978823772236267
1561,E00791,,,2021-11-10,4102,丸尾カルシウム株式会社,化学,103141000.0,8663437000.0,3006086000.0,3945273000.0,3322835000.0,1031410000.0,9001406800.0,6709981800.0,2355200.0,2849.007218070652,1338.0,2022-02-22 09:00:00,2.12930285356551
1562,E03166,,,2022-02-10,9890,株式会社マキヤ,小売業,1378373000.0,9867684000.0,11852360000.0,4620434000.0,5282400000.0,13783730000.0,265286000.0,8766616000.0,10540200.0,831.7314661960874,708.0,2022-02-22 15:15:01,1.1747619579040782
1563,E34754,,,2022-02-14,4436,株式会社ミンカブ・ジ・インフォノイド,情報・通信業,409555000.0,4658958000.0,776549000.0,1369069000.0,1386796000.0,4095550000.0,5096168200.0,7804922200.0,14906100.0,523.6059197241398,1789.0,2022-02-22 09:00:00,0.2926807824058914
1564,E04069,,,2022-02-03,3242,株式会社アーバネットコーポレーション,不動産業,400186000.0,28044261000.0,9471177000.0,598905000.0,11836648000.0,4001860000.0,17277753600.0,9442965600.0,31374100.0,300.9796488186115,288.0,2022-02-22 09:00:00,1.0450682250646233
1565,E03505,,,2022-02-10,3077,ホリイフードサービス株式会社,小売業,-91769000.0,2224987000.0,2120918000.0,656894000.0,365299000.0,-917690000.0,336779400.0,-946209600.0,5670000.0,-166.88,506.0,2022-02-22 15:15:02,-0.329802371541502
1566,E32373,,,2022-02-14,3960,株式会社バリューデザイン,情報・通信業,-36375000.0,1667219000.0,401946000.0,70765000.0,233772000.0,-363750000.0,1255648800.0,658126800.0,1732000.0,379.980831408776,1336.0,2022-02-21 09:00:00,0.2844167899766287
1567,E00343,,,2021-11-12,2293,滝沢ハム株式会社,食料品,27275000.0,6455285000.0,7097862000.0,1780436000.0,2578077000.0,272750000.0,-281713400.0,-2587040400.0,2102000.0,-1230.7518553758325,3070.0,2022-02-22 09:00:00,-0.4008963698292614
1568,E02051,,,2022-02-14,6832,アオイ電子株式会社,電気機器,2692802000.0,43068304000.0,10148229000.0,4445683000.0,779033000.0,26928020000.0,35336112200.0,61485099200.0,12000000.0,5123.758266666667,2151.0,2022-02-22 15:15:02,2.382035456376879
1569,E03991,,,2022-02-14,8891,AMGホールディングス株式会社,不動産業,589514000.0,15916933000.0,10105929000.0,438847000.0,2807803000.0,5895140000.0,4228665200.0,7316002200.0,2906048.0,2517.509070737992,926.0,2022-02-22 15:15:02,2.71869230101295
1570,E02046,,,2021-11-15,7859,株式会社アルメディオ,その他製品,-23303000.0,2833595000.0,689748000.0,107053000.0,130439000.0,-233030000.0,2112950400.0,1749481400.0,14802316.0,118.18970761061985,150.0,2022-02-22 15:15:00,0.787931384070799
1571,E32793,,,2022-02-08,3477,フォーライフ株式会社,不動産業,564143000.0,7092308000.0,3774867000.0,66045000.0,494725000.0,5641430000.0,2628512600.0,7775217600.0,2000000.0,3887.6088,1232.0,2022-02-22 15:10:03,3.1555266233766233
1572,E02105,,,2021-11-12,7213,レシップホールディングス株式会社,輸送用機器,-796607000.0,9331958000.0,7449906000.0,1245686000.0,1036665000.0,-7966070000.0,1637756800.0,-7364978200.0,14178200.0,-519.4579142627414,535.0,2022-02-22 09:29:14,-0.9709493724537223
1573,E05242,,,2022-02-10,8739,スパークス・グループ株式会社,証券、商品先物取引業,4891000000.0,22046000000.0,4406000000.0,13929000000.0,8343000000.0,48910000000.0,30687800000.0,71254800000.0,209577400.0,339.9927663956133,256.0,2022-02-22 12:54:34,1.3280967437328643
1574,E02477,,,2021-12-09,4238,ミライアル株式会社,化学,1232795000.0,17060473000.0,3526011000.0,735460000.0,811500000.0,12327950000.0,13564719800.0,25081169800.0,10120000.0,2478.376462450593,1486.0,2022-02-22 15:15:01,1.6678172694822295
1575,E00480,,,2021-11-10,2907,株式会社あじかん,食料品,31331000.0,11484740000.0,9934894000.0,1857557000.0,1282336000.0,313310000.0,1420424200.0,451398200.0,7700000.0,58.62314285714286,833.0,2022-02-22 15:15:02,0.07037592179729035
1576,E34729,,,2022-01-13,4439,株式会社東名,情報・通信業,-20839000.0,6813514000.0,2076740000.0,571844000.0,856579000.0,-208390000.0,4893270000.0,3828301000.0,7341900.0,521.4319181683215,886.0,2022-02-22 15:15:00,0.5885236096707918
1577,E02912,,,2022-02-10,7647,株式会社音通,小売業,125689000.0,2530312000.0,1853291000.0,793137000.0,1716609000.0,1256890000.0,1099499800.0,639780800.0,203142645.0,3.1494165097633733,29.0,2022-02-22 09:00:00,0.10860056930218528
1578,E05694,,,2022-01-31,3850,株式会社エヌ・ティ・ティ・データ・イントラマート,情報・通信業,647532000.0,4988634000.0,2083886000.0,696087000.0,631922000.0,6475320000.0,3184057800.0,9027455800.0,4955000.0,1821.8881533804238,2020.0,2022-02-22 09:00:00,0.9019248284061504
1579,E30002,,,2022-01-13,3678,株式会社メディアドゥ,情報・通信業,2250000000.0,34689000000.0,27701000000.0,6172000000.0,5512000000.0,22500000000.0,7619800000.0,24607800000.0,15870851.0,1550.5028684347171,2353.0,2022-02-22 09:00:00,0.6589472454036197
1580,E00991,,,2021-11-11,49120,ライオン株式会社,化学,0.0,213220000000.0,125545000000.0,0.0,0.0,0.0,62566000000.0,62566000000.0,299115346.0,209.17014401527896,0.0,,0.0
1581,E25817,,,2021-11-12,3655,株式会社ブレインパッド,情報・通信業,330028000.0,3927291000.0,903819000.0,797545000.0,2955000.0,3300280000.0,3640253200.0,6937578200.0,7433532.0,933.2815409955859,1022.0,2022-02-22 15:15:01,0.913191331698225
1582,E04244,,,2021-11-15,9176,佐渡汽船株式会社,海運業,-1642067000.0,3594518000.0,2256667000.0,642724000.0,10076869000.0,-16420670000.0,1529241600.0,-24968297400.0,17006947.0,-1468.123432148051,135.0,2022-02-22 15:15:02,-10.87498838628186
1583,E30648,,,2021-12-24,6094,株式会社フリークアウト・ホールディングス,サービス業,1009316000.0,12143590000.0,8186020000.0,6007554000.0,4492184000.0,10093160000.0,8327920000.0,13928896000.0,18015424.0,773.1650390243383,1390.0,2022-02-22 09:00:00,0.5562338410247039
1584,E03375,,,2022-01-26,2695,くら寿司株式会社,小売業,-2678000000.0,29464000000.0,23195000000.0,11881000000.0,21136000000.0,-26780000000.0,13511000000.0,-34405000000.0,41399600.0,-831.0466767794858,3770.0,2022-02-22 15:15:01,-0.2204367842916408
1585,E36532,,,2022-02-14,4196,株式会社ネオマーケティング,情報・通信業,73242000.0,1212972000.0,458126000.0,80704000.0,154909000.0,732420000.0,743924800.0,1321435800.0,2492800.0,530.1010109114249,1070.0,2022-02-22 11:35:01,0.4954215055246961
1586,E25165,,,2022-02-10,3167,株式会社ＴＯＫＡＩホールディングス,卸売業,9248000000.0,47349000000.0,60138000000.0,19153000000.0,45514000000.0,92480000000.0,-5663600000.0,41302400000.0,139679977.0,295.693061289665,900.0,2022-02-22 09:00:00,0.3285478458774056
1587,E32620,,,2021-12-24,3962,株式会社チェンジ,情報・通信業,583000000.0,32956000000.0,5545000000.0,23982000000.0,1164000000.0,5830000000.0,50284000000.0,54950000000.0,72679562.0,756.0584913816624,1644.0,2022-02-22 09:00:00,0.4598895932978482
1588,E03582,,,2022-02-04,8383,株式会社鳥取銀行,銀行業,1521000000.0,0.0,0.0,0.0,0.0,15210000000.0,0.0,15210000000.0,9619938.0,1581.091271066404,1256.0,2022-02-22 15:15:01,1.2588306298299394
1589,E04322,,,2022-02-14,9353,櫻島埠頭株式会社,倉庫・運輸関連,106779000.0,2542080000.0,716532000.0,2371219000.0,1714363000.0,1067790000.0,4053460600.0,3406887600.0,1540000.0,2212.2646753246754,1276.0,2022-02-22 15:15:01,1.7337497455522535
1590,E01245,,,2022-02-10,5484,東北特殊鋼株式会社,鉄鋼,1575451000.0,13994974000.0,3158329000.0,6175236000.0,2215643000.0,15754510000.0,16380215200.0,29919082200.0,7550000.0,3962.792344370861,1700.0,2022-02-22 15:15:02,2.3310543202181537
1591,E01098,,,2022-02-10,5192,三ツ星ベルト株式会社,ゴム製品,6001000000.0,71003000000.0,20878000000.0,16754000000.0,10241000000.0,60010000000.0,62703400000.0,112472400000.0,32604198.0,3449.62940048395,2098.0,2022-02-22 15:15:02,1.644246616055267
1592,E02210,,,2022-02-10,7239,株式会社タチエス,輸送用機器,-7020000000.0,88709000000.0,60419000000.0,26622000000.0,15394000000.0,-70200000000.0,42828200000.0,-42765800000.0,35242846.0,-1213.4604566271407,1131.0,2022-02-22 09:51:03,-1.0729093338878344
1593,E36351,,,2022-01-14,4176,株式会社ココナラ,サービス業,-227052000.0,3337461000.0,1487700000.0,186334000.0,0.0,-2270520000.0,1738555000.0,-531965000.0,22973100.0,-23.155995490377876,599.0,2022-02-22 11:35:02,-0.03865775540964587
1594,E30481,,,2022-02-14,6740,株式会社ジャパンディスプレイ,電気機器,-3084000000.0,164392000000.0,107489000000.0,8156000000.0,71422000000.0,-30840000000.0,43561200000.0,-58700800000.0,2538170732.0,-23.12720703139839,42.0,2022-02-22 15:15:02,-0.5506477864618665
1595,E02826,,,2022-01-31,7463,株式会社アドヴァングループ,卸売業,2989763000.0,20884742000.0,4218812000.0,4417953000.0,10216754000.0,29897630000.0,20240120600.0,39920996600.0,53812692.0,741.8509484714126,942.0,2022-02-22 15:15:00,0.7875275461479964
1596,E35493,,,2022-01-14,9326,株式会社関通,倉庫・運輸関連,530044000.0,4707337000.0,1775261000.0,989262000.0,4146942000.0,5300440000.0,3566285800.0,4719783800.0,10262400.0,459.9103328656065,662.0,2022-02-22 10:50:06,0.6947285994948739
1597,E00109,,,2021-11-12,1972,三晃金属工業株式会社,建設業,979000000.0,22380000000.0,7864000000.0,1240000000.0,2977000000.0,9790000000.0,14183200000.0,20996200000.0,3960000.0,5302.070707070707,2512.0,2022-02-22 15:15:00,2.1106969375281475
1598,E05584,,,2022-01-14,2484,株式会社出前館,情報・通信業,-8972372000.0,95356103000.0,13949281000.0,242997000.0,307178000.0,-89723720000.0,78859962800.0,-11170935200.0,131067900.0,-85.23013796665698,719.0,2022-02-22 11:35:01,-0.11853983027351458
1599,E33282,,,2021-12-09,9262,株式会社シルバーライフ,卸売業,132911000.0,3023290000.0,1220498000.0,183363000.0,2322553000.0,1329110000.0,1742055400.0,748612400.0,10774800.0,69.47807847941493,1119.0,2022-02-22 15:15:02,0.062089435638440514
1600,E36122,,,2021-11-12,4170,株式会社Kaizen Platform,情報・通信業,-10635000.0,3323614000.0,331800000.0,289346000.0,671606000.0,-106350000.0,3214800000.0,2436844000.0,15921766.0,153.05111254618365,334.0,2022-02-22 13:40:09,0.4582368639107295
1601,E04275,,,2021-12-16,9233,アジア航測株式会社,空運業,2338622000.0,17299238000.0,5971011000.0,6167614000.0,5659356000.0,23386220000.0,16301638800.0,34028502800.0,18614000.0,1828.113398517245,710.0,2022-02-22 09:00:00,2.5748076035454157
1602,E03343,,,2021-12-17,7646,株式会社ＰＬＡＮＴ,小売業,1656000000.0,17733000000.0,10856000000.0,3269000000.0,15192000000.0,16560000000.0,7974800000.0,9342800000.0,8090000.0,1154.8578491965388,652.0,2022-02-22 15:15:00,1.7712543699333418
1603,E01180,,,2021-11-10,5356,美濃窯業株式会社,ガラス・土石製品,589280000.0,9882943000.0,4480662000.0,2107700000.0,1714290000.0,5892800000.0,6613848600.0,10792358600.0,12909828.0,835.9800455900729,0.0,,0.0
1604,E02611,,,2021-11-11,80560,日本ユニシス株式会社,情報・通信業,0.0,134467000000.0,76563000000.0,0.0,0.0,0.0,42591400000.0,42591400000.0,109663524.0,388.3825582697853,0.0,,0.0
1605,E00967,,,2022-02-10,4544,H.U.グループホールディングス株式会社,サービス業,36171000000.0,127633000000.0,70194000000.0,43783000000.0,73199000000.0,361710000000.0,87183200000.0,375694200000.0,57446357.0,6539.913401297144,2964.0,2022-02-22 15:15:00,2.2064485159572014
1606,E27464,,,2021-11-12,3286,トラストホールディングス株式会社,不動産業,-85950000.0,5995302000.0,5344618000.0,816022000.0,3915290000.0,-859500000.0,397782400.0,-4377007600.0,5204500.0,-841.0044384667115,291.0,2022-02-22 15:15:02,-2.8900496167240943
1607,E03815,,,2022-02-07,86980,マネックスグループ株式会社,証券、商品先物取引業,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267447100.0,0.0,0.0,,0.0
1608,E05297,,,2022-02-14,2321,株式会社ソフトフロントホールディングス,情報・通信業,-3718000.0,441125000.0,105032000.0,72246000.0,162371000.0,-37180000.0,387332600.0,187781600.0,30673299.0,6.121989030263748,88.0,2022-02-22 15:15:01,0.06956805716208804
1609,E01971,,,2021-11-11,68170,スミダコーポレーション株式会社,電気機器,0.0,53611000000.0,36852000000.0,0.0,0.0,0.0,9388600000.0,9388600000.0,27444317.0,342.09632544326024,0.0,,0.0
1610,E00810,,,2021-11-11,4113,田岡化学工業株式会社,化学,1829793000.0,16680636000.0,8899132000.0,1475448000.0,3070611000.0,18297930000.0,7477125600.0,22704444600.0,2888000.0,7861.6497922437675,1122.0,2022-02-22 15:15:02,7.006817996652199
1611,E25269,,,2021-11-12,4579,ラクオリア創薬株式会社,医薬品,107179000.0,3137419000.0,243994000.0,1007926000.0,50234000.0,1071790000.0,3852552200.0,4874108200.0,20955142.0,232.5972403336613,882.0,2022-02-22 15:15:01,0.2637156919882781
1612,E03147,,,2021-11-11,9853,株式会社銀座ルノアール,小売業,-664000000.0,2067728000.0,2109510000.0,1893294000.0,505394000.0,-6640000000.0,1429610000.0,-5715784000.0,6252004.0,-914.23230055515,837.0,2022-02-22 15:15:01,-1.0922727605198925
1613,E04588,,,2021-11-12,9631,株式会社東急レクリエーション,サービス業,-501383000.0,4717318000.0,4396826000.0,10697090000.0,10570113000.0,-5013830000.0,10138216800.0,-5445726200.0,6387494.0,-852.5606755951552,4870.0,2022-02-22 09:00:00,-0.1750637937567054
1614,E04182,,,2021-11-12,9067,株式会社丸運,陸運業,293000000.0,9633000000.0,8645000000.0,3043000000.0,6719000000.0,2930000000.0,2302000000.0,-1487000000.0,28965449.0,-51.337025709492714,246.0,2022-02-22 15:15:02,-0.20868709638005167
1615,E03938,,,2022-02-10,8844,株式会社コスモスイニシア,不動産業,-1006000000.0,141763000000.0,78325000000.0,9025000000.0,40491000000.0,-10060000000.0,56798000000.0,6247000000.0,33911219.0,184.21632085829765,409.0,2022-02-22 14:13:39,0.45040665246527545
1616,E03653,,,2022-02-08,8530,株式会社中京銀行,銀行業,4528000000.0,0.0,0.0,0.0,0.0,45280000000.0,0.0,45280000000.0,21780058.0,2078.965997243901,1650.0,2022-02-22 15:15:00,1.2599793922690308
1617,E04293,,,2022-02-08,9312,ケイヒン株式会社,倉庫・運輸関連,2565000000.0,13580000000.0,10827000000.0,5962000000.0,10501000000.0,25650000000.0,6549600000.0,21698600000.0,6536445.0,3319.633225706022,1406.0,2022-02-22 15:10:03,2.361047813446673
1618,E05399,,,2021-11-12,3322,アルファグループ株式会社,卸売業,358036000.0,6315171000.0,3019037000.0,1273478000.0,678323000.0,3580360000.0,3965804600.0,6867841600.0,6962400.0,986.4187061932666,748.0,2022-02-21 09:00:00,1.3187415858198752
1619,E02896,,,2021-11-19,7607,株式会社進和,卸売業,4002368000.0,47556118000.0,23890473000.0,2390290000.0,1064166000.0,40023680000.0,21277840400.0,60237354400.0,14415319.0,4178.7042243047135,2010.0,2022-02-22 09:00:00,2.078957325524733
1620,E01239,,,2022-02-14,5471,大同特殊鋼株式会社,鉄鋼,28914000000.0,374067000000.0,222004000000.0,107862000000.0,129239000000.0,289140000000.0,215524200000.0,375425200000.0,43448769.0,8640.640658887252,4050.0,2022-02-22 15:15:00,2.133491520712902
1621,E04230,,,2022-02-14,90280,株式会社ゼロ,陸運業,0.0,21447000000.0,15165000000.0,0.0,0.0,0.0,3249000000.0,3249000000.0,17560242.0,185.02022922007566,0.0,,0.0
1622,E02897,,,2022-01-14,7608,株式会社エスケイジャパン,卸売業,347116000.0,4007599000.0,621593000.0,242484000.0,44910000.0,3471160000.0,3504171400.0,6930421400.0,8490103.0,816.2941486104468,417.0,2022-02-22 09:00:00,1.957539924725292
1623,E00857,,,2022-02-14,7958,天馬株式会社,化学,1188841000.0,54306429000.0,14953715000.0,6783848000.0,5314189000.0,11888410000.0,43145819000.0,49720040000.0,25313026.0,1964.2076771066406,2575.0,2022-02-22 15:15:02,0.7627990979054915
1624,E03938,,,2021-11-11,8844,株式会社コスモスイニシア,不動産業,613000000.0,130193000000.0,73359000000.0,8320000000.0,31511000000.0,6130000000.0,50482200000.0,25101200000.0,33911219.0,740.2034117381626,409.0,2022-02-22 14:13:39,1.8097882927583437
1625,E01695,,,2021-11-12,6293,日精樹脂工業株式会社,機械,1223000000.0,52520000000.0,24884000000.0,4176000000.0,9872000000.0,12230000000.0,26835200000.0,29193200000.0,22272000.0,1310.7579022988505,997.0,2022-02-22 11:07:34,1.314702008323822
1626,E30656,,,2021-11-15,3221,株式会社ヨシックスホールディングス,小売業,-2376284000.0,5302127000.0,1348692000.0,816466000.0,808253000.0,-23762840000.0,4500162600.0,-20070930400.0,10322200.0,-1944.4430838387166,2174.0,2022-02-22 15:15:00,-0.8944080422441198
1627,E04320,,,2022-02-14,9066,株式会社日新,倉庫・運輸関連,6434000000.0,58581000000.0,38265000000.0,24556000000.0,32603000000.0,64340000000.0,37219000000.0,68956000000.0,20272769.0,3401.410039250188,1675.0,2022-02-22 15:15:00,2.030692560746381
1628,E03367,,,2021-11-12,2681,株式会社ゲオホールディングス,小売業,1482000000.0,106795000000.0,31632000000.0,25338000000.0,59137000000.0,14820000000.0,94174600000.0,49857600000.0,42405952.0,1175.7217477395625,1519.0,2022-02-22 10:34:03,0.7740103671754855
1629,E00010,,,2022-02-10,1382,株式会社ホーブ,水産・農林業,87436000.0,1355304000.0,698971000.0,50341000.0,146242000.0,874360000.0,566879800.0,1294997800.0,762000.0,1699.4721784776902,902.0,2022-02-22 09:23:59,1.8841154972036478
1630,E05192,,,2022-02-10,4849,エン・ジャパン株式会社,サービス業,7252000000.0,37792000000.0,11182000000.0,6872000000.0,1640000000.0,72520000000.0,31245600000.0,102125600000.0,49716000.0,2054.1797409284736,2957.0,2022-02-22 15:15:01,0.6946837135368528
1631,E27655,,,2022-02-09,3676,株式会社デジタルハーツホールディングス,サービス業,2123415000.0,10658755000.0,9354484000.0,1495391000.0,58521000.0,21234150000.0,928765200.0,22104394200.0,23890800.0,925.2262042292431,1440.0,2022-02-22 09:00:00,0.6425181973814188
1632,E02450,,,2022-02-08,7867,株式会社タカラトミー,その他製品,13412000000.0,117326000000.0,54887000000.0,6231000000.0,29369000000.0,134120000000.0,57692600000.0,162443600000.0,96290850.0,1687.009721069032,1266.0,2022-02-22 12:54:07,1.332551122487387
1633,E34657,,,2021-12-13,7050,株式会社フロンティアインターナショナル,サービス業,1401964000.0,9232333000.0,3565313000.0,736255000.0,404704000.0,14019640000.0,5690212400.0,19305148400.0,4619000.0,4179.508205239229,1804.0,2022-02-22 09:00:00,2.316800557227954
1634,E01413,,,2022-02-04,5930,文化シヤッター株式会社,金属製品,5244000000.0,95310000000.0,51176000000.0,27608000000.0,34245000000.0,52440000000.0,61506800000.0,79701800000.0,72196487.0,1103.9567617742953,1063.0,2022-02-22 15:15:01,1.0385294090068629
1635,E34819,,,2022-02-14,7676,株式会社グッドスピード,小売業,97537000.0,14394103000.0,15608521000.0,990007000.0,6431520000.0,975370000.0,-3346115200.0,-8802265200.0,3164000.0,-2782.0054361567636,1476.0,2022-02-22 13:10:46,-1.8848275312715201
1636,E31220,,,2022-02-10,1384,株式会社ホクリヨウ,食料品,1137005000.0,4471974000.0,3425679000.0,839743000.0,2127339000.0,11370050000.0,1200902200.0,10443613200.0,8459000.0,1234.6155810379478,683.0,2022-02-22 15:15:00,1.8076362826324273
1637,E01933,,,2022-02-14,6969,松尾電機株式会社,電気機器,466283000.0,3999958000.0,2637673000.0,41565000.0,1811041000.0,4662830000.0,876315400.0,3728104400.0,2572000.0,1449.496267496112,707.0,2022-02-22 12:54:37,2.0502068847186874
1638,E05691,,,2022-01-31,2152,幼児活動研究会株式会社,サービス業,1123688000.0,7498060000.0,913484000.0,2967886000.0,2184217000.0,11236880000.0,9369765200.0,18422428200.0,11784000.0,1563.3425152749492,1085.0,2022-02-22 15:15:01,1.4408686776727642
1639,E35826,,,2022-02-10,7339,アイペットホールディングス株式会社,保険業,142000000.0,0.0,0.0,0.0,0.0,1420000000.0,0.0,1420000000.0,10853773.0,130.8300809313038,2165.0,2022-02-22 13:22:49,0.06042959858258836
1640,E22461,,,2022-02-08,3634,株式会社ソケッツ,情報・通信業,-90011000.0,953551000.0,94496000.0,96073000.0,86372000.0,-900110000.0,936228800.0,-50253200.0,2477400.0,-20.284653265520305,796.0,2022-02-22 09:00:00,-0.025483232745628522
1641,E00462,,,2021-11-12,2810,ハウス食品グループ本社株式会社,食料品,9032000000.0,149943000000.0,49494000000.0,84925000000.0,30115000000.0,90320000000.0,175475200000.0,235680200000.0,100750620.0,2339.2431728956108,3005.0,2022-02-22 09:00:00,0.7784503071200036
1642,E35827,,,2021-11-10,4053,株式会社Sun Asterisk,情報・通信業,1129923000.0,7073625000.0,1701146000.0,498516000.0,328152000.0,11299230000.0,5530765800.0,16501843800.0,37682600.0,437.9168051036818,1411.0,2022-02-22 09:00:00,0.31035918150508984
1643,E04946,,,2022-02-10,8566,リコーリース株式会社,その他金融業,17159000000.0,1048792000000.0,259654000000.0,46124000000.0,719587000000.0,171590000000.0,783331200000.0,235334200000.0,31243223.0,7532.3278907557005,3780.0,2022-02-22 09:32:01,1.9926793361787567
1644,E01518,,,2021-11-12,6208,株式会社石川製作所,機械,-7602000.0,11657254000.0,8790929000.0,842630000.0,2213806000.0,-76020000.0,1950769200.0,-339056800.0,6385972.0,-53.09400041215339,1537.0,2022-02-22 15:15:02,-0.03454391698903929
1645,E05317,,,2022-02-14,2342,株式会社トランスジェニック,サービス業,1733450000.0,7082384000.0,3149975000.0,449993000.0,1450094000.0,17334500000.0,3752407000.0,19636813000.0,17369141.0,1130.5575215262515,385.0,2022-02-22 15:15:00,2.9365130429253288
1646,E01426,,,2022-02-10,5945,天龍製鋸株式会社,金属製品,2260603000.0,17762587000.0,1902606000.0,7241211000.0,1536413000.0,22606030000.0,22720670800.0,43790287800.0,5573817.0,7856.427256223159,3105.0,2022-02-22 15:15:00,2.5302503240654297
1647,E01952,,,2021-11-12,6962,株式会社大真空,電気機器,2762105000.0,44303367000.0,18815393000.0,4953612000.0,19126188000.0,27621050000.0,26678507400.0,35173369400.0,9049242.0,3886.885708217329,1031.0,2022-02-22 15:15:02,3.770015235904296
1648,E31036,,,2022-02-14,60300,株式会社アドベンチャー,サービス業,0.0,16023072000.0,6631697000.0,0.0,0.0,0.0,8065035600.0,8065035600.0,7500700.0,1075.2377244790487,0.0,,0.0
1649,E01986,,,2022-02-14,6932,株式会社遠藤照明,電気機器,2463000000.0,31035000000.0,15132000000.0,3073000000.0,11231000000.0,24630000000.0,15949600000.0,29348600000.0,14776321.0,1986.1912853679885,998.0,2022-02-22 15:15:02,1.9901716286252389
1650,E05100,,,2021-11-12,4767,株式会社テー・オー・ダブリュー,サービス業,340357000.0,11727402000.0,2992540000.0,1759476000.0,550597000.0,3403570000.0,9895830000.0,12748803000.0,48969096.0,260.343850333688,296.0,2022-02-22 11:30:00,0.8795400349111081
1651,E00327,,,2021-11-26,1407,株式会社ウエストホールディングス,建設業,10148000000.0,79550000000.0,38018000000.0,2288000000.0,33928000000.0,101480000000.0,36216400000.0,103768400000.0,46027488.0,2254.4875792482962,4130.0,2022-02-22 09:24:10,0.5458807697937763
1652,E05028,,,2022-02-08,4718,株式会社早稲田アカデミー,サービス業,1246075000.0,8811393000.0,5850810000.0,4251322000.0,3123517000.0,12460750000.0,6041743000.0,15378976000.0,19012452.0,808.8896687286837,1009.0,2022-02-22 15:15:00,0.801674597352511
1653,E01646,,,2022-02-10,6403,水道機工株式会社,機械,200000000.0,15087000000.0,7254000000.0,2352000000.0,2688000000.0,2000000000.0,8734200000.0,8046200000.0,4295968.0,1872.9655341939233,1742.0,2022-02-22 15:15:01,1.0751811332915748
1654,E02245,,,2022-02-10,3434,株式会社アルファ,金属製品,258000000.0,29615000000.0,16573000000.0,4393000000.0,12435000000.0,2580000000.0,14120400000.0,4265400000.0,10200000.0,418.1764705882353,1092.0,2022-02-21 09:00:00,0.3829454858866624
1655,E02334,,,2022-02-14,7717,株式会社ブイ・テクノロジー,精密機器,3314000000.0,63729000000.0,28569000000.0,3079000000.0,11456000000.0,33140000000.0,32525200000.0,54209200000.0,10057600.0,5389.874323894368,3435.0,2022-02-22 12:42:08,1.5691046066650272
1656,E02683,,,2022-02-08,8023,大興電子通信株式会社,卸売業,545365000.0,15024371000.0,8091069000.0,5087529000.0,5745830000.0,5453650000.0,10402617200.0,10110437200.0,13868408.0,729.02651840067,395.0,2022-02-22 09:00:00,1.8456367554447344
1657,E10737,,,2022-01-04,3549,株式会社クスリのアオキホールディングス,小売業,6805000000.0,78287000000.0,70135000000.0,16739000000.0,60102000000.0,68050000000.0,10864000000.0,18812000000.0,31532560.0,596.5896838061991,6870.0,2022-02-22 13:46:44,0.08683983752637542
